1 PC,2 PC,3PC
0.132275,,
0.291005,,
0.428571,,
0.402116,,
0.404762,,
0.47619,,
0.248677,,
0.484127,,
0.478836,,
0.470899,,
0.431217,,
0.468254,,
0.373016,,
0.481481,,
0.452381,,
0.219577,,
0.140212,,
0.074074,,
0.002646,,
0.246032,,
0.343915,,
0.301587,,
0.005291,,
0.201058,,
0.335979,,
0.378307,,
0.452381,,
0.074074,,
