X1,X2,X3,X4,X5,X6
74.92,74.99,10.06,26.21,29.04,0.07
74.93,74.98,10.12,26.28,28.98,0.11
74.94,75,10.08,26.22,28.98,0.05
74.93,74.99,10.06,26.2,29.04,0.09
74.94,75,10.06,26.22,29.04,0.08
74.93,75,10.04,26.22,29.04,0.04
74.93,74.99,10,26.2,28.98,0.07
74.93,74.99,10.06,26.28,29.04,0.13
74.94,74.99,10.04,26.25,28.98,0.13
