PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,PC 11
5.2945,2.2389,1.1342,0.6366,0.4003,0.3539,0.3025,0.2502,0.1924,0.1267,0.0698
