LYS,ARG ,ASP,SER, GLU,PRO,GLY,ALA,VAL,PHA,GABA 
0.43,5.84,2.84,3.54,0.8,11.9,0.3,0.86,0.2,0.18,3.88
0.5,4.61,2.08,5.7,0.71,18.46,0.42,1.91,0.18,0.18,6.14
0.51,6.19,3.55,4.29,1.16,19.01,0.4,1.2,0.15,0.18,4.72
0.43,4.99,2.03,3.52,0.63,9.84,0.24,0.71,0.19,0.2,4.06
0.3,4.14,2.5,5.26,0.86,15.48,0.35,2.34,0.21,0.12,3.02
0.39,4.51,2.82,4,0.87,13.76,0.27,0.88,0.17,0.12,3.56
0.28,2.91,3.21,6.41,1.35,9.42,0.22,1.8,0.12,0.01,2.85
0.28,2.68,3.61,6.38,1.06,6.94,0.22,1.22,0.11,0.11,2.71
