1 PC,2 PC,3PC
0.428571429,0.142857143,0.114285714
0,0,0
0.214285714,0.160714286,0
0.357142857,0,0
0.357142857,0,0
0.464285714,0.232142857,0.114285714
0,0,0
0.214285714,0,0
