realTime,simTime,stepNum,individualID,diameter,X,Y,velocityX,velocityY
1171904809613,0.035579714544164844,22,0,0.5325777932468421,8.635204028076418,10.693255473368534,0.5942210494798312,0.3100106254324406
1171904809613,0.035579714544164844,22,1,0.6561447750758036,8.24944069253246,7.116123862311367,2.493816876023685,1.2212144673291345
1171904809613,0.035579714544164844,22,2,0.7195914609471377,5.444125937024952,12.081669399092867,1.4432286828707277,-0.3555583287433745
1171904809613,0.035579714544164844,22,3,0.619609140451098,5.741927440285931,10.265470159724844,1.466076768488773,-0.1259546233021974
1171904809614,0.035579714544164844,22,4,0.5867207001651542,5.423738313398296,9.254033497502355,1.464975769639741,0.01014842511157412
1171904809614,0.035579714544164844,22,5,0.5649740106023979,5.204221393764128,16.675237917563077,0.7463429971320538,-5.953400047924878
1171904809614,0.035579714544164844,22,6,0.5052643640913907,7.286071449909162,9.258867337658321,1.4638927097246566,-0.021862956524197143
1171904809614,0.035579714544164844,22,7,0.4808224898769739,11.75226290229085,4.255276880688723,1.2151132205962636,0.8180842518563036
1171904809614,0.035579714544164844,22,8,0.6593121910480064,8.389592261642786,13.312293634876864,1.368388170046662,-0.5987330593029196
1171904809614,0.035579714544164844,22,9,0.6302468968796283,10.729281708797567,13.833086236627974,1.0824987034126037,-1.543982077934032
1171904809614,0.035579714544164844,22,10,0.7171517328272349,6.773798417853423,16.630031962066948,0.5876331700678374,-5.971154600028041
1171904809615,0.035579714544164844,22,11,0.6100892557758093,8.060913948674152,5.359566131296161,1.390781925418297,0.49423561633000923
1171904809615,0.035579714544164844,22,12,0.6413305894294624,8.267275041507927,11.46298662195296,1.36639095100319,-0.2236190922064592
1171904809615,0.035579714544164844,22,13,0.6292253459151544,5.25738926883762,6.56626528255616,1.4681323439470833,0.29178186482343477
1171904809615,0.035579714544164844,22,14,0.7118782977344114,10.977877568790156,13.012294136399936,1.4113462846348146,-1.138798243846512
1171904809615,0.035579714544164844,22,15,0.5834788376005975,4.561299108951524,12.935231010099569,1.4107106213662788,-0.4370787414922857
1171904809615,0.035579714544164844,22,16,0.46929105687763156,10.590869390342997,4.938385638314326,0.5721282910033325,0.6743477685778707
1171904809615,0.035579714544164844,22,17,0.43278253747778705,6.544055631075304,12.419574769341114,0.31277519511525653,-0.44865171386123337
1171904809615,0.035579714544164844,22,18,0.6126485659299258,11.173846189844108,6.23897680601794,1.3335644848794421,0.5687069657763902
1171904809616,0.035579714544164844,22,19,0.7234356386576898,9.2572424886496,10.2394307119297,2.41881168249405,-0.9008081576467675
1171904809616,0.035579714544164844,22,20,0.5312586946325558,5.657740042191881,13.318578599216755,-1.1350890820550934,-1.031857587302415
1171904809616,0.035579714544164844,22,21,0.7954935943592272,7.239157212222868,12.754987938331253,2.3921788937889477,0.0779709068430348
1171904809616,0.035579714544164844,22,22,0.6412632160879114,12.023325754660952,6.9387428696009374,1.6823678443967847,-0.41248995603253563
1171904809616,0.035579714544164844,22,23,0.5683023712508922,6.931518647501069,11.837533936524524,1.6664122227228468,-0.9246457461677053
1171904809616,0.035579714544164844,22,24,0.744411200823395,10.695566957121605,16.48865350721646,1.1046062936007806,-2.287669216430757
1171904809616,0.035579714544164844,22,25,0.6541922172413449,11.317794915705687,4.996002909947616,1.9437584195025628,0.9248321640112833
1171904809617,0.035579714544164844,22,26,0.6562152413264354,9.128588884562014,5.036268467646383,1.360428848023372,0.596757353066619
1171904809617,0.035579714544164844,22,27,0.677162895166025,10.740218626933755,14.627902747066948,1.175014627288108,0.2349367289329007
1171904809617,0.035579714544164844,22,28,0.4662947995848064,6.976884622192044,6.572575833700848,0.06099020028755603,0.34906028812072215
1171904809617,0.035579714544164844,22,29,0.5084433729703159,5.199889834599987,4.301113751318677,1.3872435244710462,0.5189851383815722
1171904809617,0.035579714544164844,22,30,0.5821868360544995,11.802818243309808,7.676709515064376,1.2307239882334338,1.1850897445984512
1171904809617,0.035579714544164844,22,31,0.6277106192552507,7.267553407690192,15.288605372650117,1.2736255727155625,-0.7261068337701521
1171904809617,0.035579714544164844,22,32,0.6509939554521041,9.549704090924042,16.43329192983962,1.138622221569438,-1.2999546982556298
1171904809618,0.035579714544164844,22,33,0.7167171026248244,6.40798746591303,13.470979428597447,3.8772207572285637,-0.03119545091252239
1171904809618,0.035579714544164844,22,34,0.5338183529777147,11.37014254239514,8.676191233285923,1.4761318533242456,0.07677735225376839
1171904809618,0.035579714544164844,22,35,0.6460252535365811,9.089998462433902,9.171662301910064,1.498811581013969,-0.07193532655147425
1171904809618,0.035579714544164844,22,36,0.4653855459819768,7.973159668810899,16.380016500777554,1.2387585649609132,-0.9039715316737976
1171904809618,0.035579714544164844,22,37,0.5449421227363246,4.509654814516147,15.633465058184035,1.3436794042900513,-0.5723655468289242
1171904809618,0.035579714544164844,22,38,0.6946386793095156,7.681013669651668,6.552365310824747,1.8424177382571438,-0.6102450400819355
1171904809619,0.035579714544164844,22,39,0.5589747559704209,5.009402097418084,14.007131030646548,1.3929093108179011,-0.4873935488746866
1171904810257,0.07162834684720895,37,0,0.5325777932468421,8.669057453093895,10.700831400188369,1.233243721172657,0.10046854199903354
1171904810257,0.07162834684720895,37,1,0.6561447750758036,8.354475675647999,7.16542243589513,3.180149627049159,1.4212451208269838
1171904810257,0.07162834684720895,37,2,0.7195914609471377,5.509390427610321,12.06506354144671,2.089186821991988,-0.5409250075198642
1171904810257,0.07162834684720895,37,3,0.619609140451098,5.807465681530472,10.25986843142112,2.109081939358206,-0.1750180061250554
