Last PC,Last 2PC
0.482758621,0.896551724
0.75862069,0.793103448
0.310344828,0.224137931
0.551724138,0.931034483
0.655172414,0.068965517
0,0.068965517
0,0.068965517
0.310344828,0.068965517
